Protein,Ligand,Pose,Score,RMSD,SASA
GPX_Lactococcus-lactis,GSH,1,-4.22579549348047,0.0,280.1327350881912
GPX_Lactococcus-lactis,GSH,2,-4.13559682510617,0.0914663753070118,271.97882486196676
GPX_Lactococcus-lactis,GSH,3,-4.04046643724282,0.12059595871091007,279.6591996733856
GPX_Lactococcus-lactis,GSH,4,-4.01842663000978,0.14176436583555976,280.6385335427383
GPX_Lactococcus-lactis,GSH,5,-4.0152328944076,0.2333636643189909,266.7843199762153
GPX_Lactococcus-lactis,GSH,6,-4.00237482811106,0.6129377645931491,262.91731219613706
GPX_Lactococcus-lactis,GSH,7,-3.99332236840026,0.12790746578167586,282.7106544102895
GPX_Lactococcus-lactis,GSH,8,-3.83863294588802,1.711177153309337,280.9495074407338
GPX_Lactococcus-lactis,GSH,9,-3.76216790969267,1.034024292431621,256.012443115339
GPX_Lactococcus-lactis,GSH,10,-3.72563089572298,1.6339220535100891,286.8021566436779
GPX_Lactococcus-lactis,GSH,11,-3.71555400296565,0.22896873359066675,278.85720400019
GPX_Lactococcus-lactis,GSH,12,-3.70750670132225,0.62037061293784,259.58533816466525
GPX_Lactococcus-lactis,GSH,13,-3.70185648567497,0.22006533805861064,301.5197091673653
GPX_Lactococcus-lactis,GSH,14,-3.62446530958991,0.19990915720473207,287.58118151922673
GPX_Lactococcus-lactis,GSH,15,-3.61145310129343,0.4626440163524091,244.87368451202505
GPX_Lactococcus-lactis,GSH,16,-3.58975589385176,0.9480345564857693,268.5088331688936
GPX_Lactococcus-lactis,GSH,17,-3.58560135482035,0.9234235047746491,268.24426270299637
GPX_Lactococcus-lactis,GSH,18,-3.50890728698284,0.9246604368527888,274.6172801272586
GPX_Lactococcus-lactis,GSH,19,-3.50714450151602,0.28707705010882406,295.5455066414701
GPX_Lactococcus-lactis,GSH,20,-3.44573415206935,1.54411641088737,274.59810280913774
GPX_Lactococcus-lactis,GSH,21,-3.4456186726426,1.6068876060197275,280.1305883829477
GPX_Lactococcus-lactis,GSH,22,-3.4449780061079,0.8891182914986077,264.3008085975643
GPX_Lactococcus-lactis,GSH,23,-3.42469382028134,1.103003320828094,275.05905727265224
GPX_Lactococcus-lactis,GSH,24,-3.42313817370617,1.0865426422345827,273.39619788123474
GPX_Lactococcus-lactis,GSH,25,-3.42255528628654,0.21085917167608872,304.75780280546456
